 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,JD_MOBS,HJD_MOBS,BJD_MOBS,ALT_OBJ,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_T7,rel_flux_C8,rel_flux_C9,rel_flux_C10,rel_flux_C11,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_T7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_err_C10,rel_flux_err_C11,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_T7,rel_flux_SNR_C8,rel_flux_SNR_C9,rel_flux_SNR_C10,rel_flux_SNR_C11,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,Variance_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,Variance_T3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,Variance_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,Variance_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,Variance_C6,X(IJ)_T7,Y(IJ)_T7,X(FITS)_T7,Y(FITS)_T7,RA_T7,DEC_T7,Source-Sky_T7,Source_Error_T7,Source_SNR_T7,Peak_T7,Mean_T7,Sky/Pixel_T7,FWHM_T7,Width_T7,X-Width_T7,Y-Width_T7,Angle_T7,Roundness_T7,Variance_T7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,Variance_C8,X(IJ)_C9,Y(IJ)_C9,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Source_SNR_C9,Peak_C9,Mean_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,X-Width_C9,Y-Width_C9,Angle_C9,Roundness_C9,Variance_C9,X(IJ)_C10,Y(IJ)_C10,X(FITS)_C10,Y(FITS)_C10,RA_C10,DEC_C10,Source-Sky_C10,Source_Error_C10,Source_SNR_C10,Peak_C10,Mean_C10,Sky/Pixel_C10,FWHM_C10,Width_C10,X-Width_C10,Y-Width_C10,Angle_C10,Roundness_C10,Variance_C10,X(IJ)_C11,Y(IJ)_C11,X(FITS)_C11,Y(FITS)_C11,RA_C11,DEC_C11,Source-Sky_C11,Source_Error_C11,Source_SNR_C11,Peak_C11,Mean_C11,Sky/Pixel_C11,FWHM_C11,Width_C11,X-Width_C11,Y-Width_C11,Angle_C11,Roundness_C11,Variance_C11
1,cpt1m010-fa16-20190401-0079-e91.fits,1.000000,0.000000,58575.314391,2458575.314391,NaN,NaN,NaN,NaN,NaN,1.072453,7.087441,15.000000,27.000000,41.000000,0.038401,0.304170,0.306295,0.154035,0.082068,0.243365,0.247455,0.282396,0.107352,0.102850,0.226297,0.000086,0.000220,0.000221,0.000164,0.000119,0.000218,0.000195,0.000241,0.000135,0.000133,0.000208,445.277079,1382.088128,1387.225451,936.403380,689.781585,1117.536915,1268.526232,1171.806556,792.275977,774.848206,1089.550225,9181914.000927,3316.406702,2051.880235,2026.556532,2052.380235,2069.943468,8.307113,-19.662770,352597.950131,706.858347,781.553634,451.150036,5280.270996,498.824059,280.593415,2428.000000,6.868116,11.749677,11.707819,11.791535,53.978437,0.999466,554844.241648,998.837816,2245.303839,999.337816,1851.196161,8.299027,-19.640057,2792861.977278,1750.963542,1595.042906,37771.726562,3951.091458,304.233453,7.182798,11.770890,11.677783,11.863997,274.511952,0.999743,33661316.755948,1728.761113,1444.856354,1729.261113,2651.643646,8.304675,-19.726065,2812371.443459,1754.492603,1602.954289,40090.882812,3978.691707,295.209151,6.991061,11.690155,11.703822,11.676488,39.493286,0.999850,35746812.401384,2423.789182,934.972870,2424.289182,3161.527130,8.310041,-19.780604,1225559.292344,1219.536483,1004.938605,17802.306641,1733.811728,286.382521,6.966525,11.661565,11.712965,11.610165,28.504933,0.999738,6853284.131636,3006.435412,1000.134875,3006.935412,3096.365125,8.314506,-19.772958,696389.568131,975.491459,713.885870,10235.467773,985.189707,284.258004,6.806240,11.745903,11.806129,11.685677,30.597096,0.999547,2162111.701434,3176.119976,1425.392593,3176.619976,2671.107407,8.315776,-19.726734,1797184.504697,1434.083641,1253.193645,25631.042969,2542.495978,286.267294,6.988585,11.710595,11.761697,11.659492,34.193039,0.999439,14437345.604520,2795.303760,2657.878899,2795.803760,1438.621101,8.312767,-19.593673,2272111.673352,1592.076260,1427.137462,30690.533203,3214.380481,290.585716,7.136753,11.833824,11.727428,11.940221,62.076087,0.998974,21909676.311229,3243.637381,2610.909352,3244.137381,1485.590648,8.316205,-19.598295,2021945.057816,1510.703416,1338.412978,26927.291016,2860.467117,289.380301,7.313296,11.829961,11.730948,11.928973,56.750626,0.998238,17272134.604676,740.594619,2165.188524,741.094619,1931.311476,8.297052,-19.648959,890140.975180,1071.817215,830.496994,12142.103516,1259.291878,288.896067,7.289945,11.758345,11.654035,11.862655,272.195742,0.999683,3393312.279943,1202.644088,1000.966887,1203.144088,3095.533113,8.300669,-19.774614,856290.926788,1056.755583,810.301777,12047.916992,1211.403855,287.253025,7.137148,11.736236,11.698626,11.773847,57.376690,0.999766,3217382.619058,1060.354533,440.699627,1060.854533,3655.800373,8.299612,-19.835409,1694403.675971,1398.340226,1211.724904,22911.527344,2397.090850,285.845686,7.281388,11.781615,11.757142,11.806088,50.977286,0.999598,12242739.136642
2,cpt1m010-fa16-20190401-0080-e91.fits,2.000000,0.000000,58575.316427,2458575.316427,NaN,NaN,NaN,NaN,NaN,1.076354,7.229839,15.000000,27.000000,41.000000,0.038464,0.304725,0.306958,0.154070,0.082135,0.243883,0.247802,0.282148,0.107052,0.102953,0.226136,0.000086,0.000219,0.000220,0.000163,0.000118,0.000217,0.000194,0.000239,0.000135,0.000132,0.000206,448.467847,1391.625662,1396.916597,942.361126,693.219397,1125.925701,1277.081893,1178.733696,795.772735,780.684148,1096.240771,9281450.884835,3331.470450,2051.966360,2026.824258,2052.466360,2069.675742,8.307106,-19.662656,357001.176908,706.858347,785.665003,454.393636,6270.967285,505.053351,280.572657,2526.000000,6.390435,11.003603,11.106361,10.900845,19.310657,0.999429,714541.457975,998.979801,2245.447319,999.479801,1851.052681,8.299014,-19.640072,2828290.143872,1760.655833,1606.384445,44676.714844,4001.212061,303.046391,6.644368,11.027406,11.048288,11.006525,332.998014,0.999958,42816369.293363,1728.825550,1445.093274,1729.325550,2651.406726,8.304671,-19.726029,2849019.027982,1764.603429,1614.537851,47311.292969,4030.537433,294.680126,6.470779,11.022164,11.128802,10.915527,9.942020,0.999577,45121577.568480,2423.756866,935.224508,2424.256866,3161.275492,8.310043,-19.780513,1239088.693367,1225.184035,1011.349036,20576.792969,1752.951915,286.227138,6.564113,11.095275,11.183957,11.006592,14.791979,0.999662,8330457.846655,3006.404910,1000.418838,3006.904910,3096.081162,8.314510,-19.772788,704471.002361,982.016974,717.371513,11841.707031,996.622598,283.850344,6.535978,11.135734,11.289635,10.981833,12.953811,0.999056,2675042.485468,3176.110036,1425.780143,3176.610036,2670.719857,8.315778,-19.726507,1819772.739832,1440.682795,1263.132139,30149.117188,2574.451794,285.613438,6.487411,11.073476,11.195916,10.951036,19.013497,0.999212,18151305.382936,2795.398376,2658.073906,2795.898376,1438.426094,8.312757,-19.593438,2299957.884955,1600.590836,1436.943055,37353.144531,3253.774812,290.954391,6.535705,11.107591,11.105963,11.109219,45.357738,0.999449,28384216.316668,3243.670141,2611.128986,3244.170141,1485.371014,8.316198,-19.598006,2042467.649368,1517.301326,1346.118674,33042.535156,2889.500644,289.969595,6.585729,11.107999,11.114404,11.101595,44.057104,0.998772,22180078.122883,740.742180,2165.368269,741.242180,1931.131731,8.297039,-19.649006,897517.918841,1076.169724,833.992909,14568.901367,1269.728118,289.258123,6.722502,11.011804,11.038371,10.985236,329.264222,0.999898,4305862.727244,1202.740667,1001.187694,1203.240667,3095.312306,8.300667,-19.774671,866359.931288,1061.049926,816.511938,13884.547852,1225.648583,287.636068,6.680001,11.085313,11.128278,11.042349,33.369752,0.999615,3978562.887293,1060.391446,440.899944,1060.891446,3655.600056,8.299614,-19.835519,1711772.949778,1404.109559,1219.116371,26137.873047,2421.663346,287.041481,6.823767,11.222836,11.201268,11.244405,50.027835,0.999515,14872168.428562
3,cpt1m010-fa16-20190401-0081-e91.fits,3.000000,0.000000,58575.318500,2458575.318500,NaN,NaN,NaN,NaN,NaN,1.080493,8.303424,15.000000,27.000000,41.000000,0.038382,0.304068,0.306122,0.153872,0.082125,0.243411,0.247511,0.282793,0.107142,0.102290,0.226953,0.000087,0.000221,0.000221,0.000165,0.000120,0.000218,0.000196,0.000242,0.000136,0.000133,0.000209,441.385024,1377.686038,1382.931519,932.674785,685.968048,1114.121063,1264.772583,1168.286390,787.616070,769.035040,1087.121859,9157049.676595,3319.988685,2051.910288,2026.685425,2052.410288,2069.814575,8.307113,-19.662772,351462.057874,706.858347,786.008830,447.147722,4596.349121,497.217101,288.493573,2488.000000,7.560922,12.098907,12.191050,12.006764,11.502043,0.999726,480516.917560,998.996244,2245.427874,999.496244,1851.072126,8.299027,-19.640062,2784363.856215,1750.863961,1590.279952,33166.921875,3939.069076,311.533904,7.749623,12.083784,12.112678,12.054889,347.612064,0.999972,29475134.038746,1728.806550,1445.152978,1729.306550,2651.347022,8.304675,-19.726053,2803170.886600,1753.775999,1598.363125,34871.039062,3965.675582,300.436879,7.628446,12.083513,12.211518,11.955508,0.185739,0.999551,30631053.035847,2423.741144,935.302674,2424.241144,3161.197326,8.310040,-19.780590,1221115.291330,1220.015174,1000.901724,15359.183594,1727.524753,294.791944,7.571922,12.083467,12.178052,11.988881,3.775867,0.999751,5785688.273461,3006.385433,1000.461242,3006.885433,3096.038758,8.314505,-19.772943,694949.032982,979.020276,709.841308,9028.854492,983.151767,292.167948,7.515704,12.134869,12.310643,11.959096,8.358338,0.999085,1871194.499524,3176.108002,1425.681867,3176.608002,2670.818133,8.315776,-19.726720,1792589.142704,1434.448615,1249.671214,22563.097656,2535.994871,294.176637,7.496876,12.076222,12.230261,11.922183,11.473970,0.999233,12605586.530723,2795.417239,2658.137487,2795.917239,1438.362513,8.312767,-19.593656,2266473.787545,1592.488458,1423.227764,27614.667969,3206.404504,299.635812,7.688083,12.148061,12.133635,12.162486,47.523115,0.999271,19404128.308116,3243.690838,2611.200899,3244.190838,1485.299101,8.316206,-19.598274,2018682.801351,1512.304047,1334.839251,24796.875000,2855.851968,297.795556,7.593069,12.162030,12.172111,12.151948,43.715879,0.998631,15421647.789924,740.732746,2165.313026,741.232746,1931.186974,8.297053,-19.648964,886156.586681,1073.582742,825.419925,10818.205078,1253.655121,295.894356,7.793028,12.083234,12.096172,12.070296,357.510875,0.999995,2992603.042936,1202.711199,1001.261841,1203.211199,3095.238159,8.300668,-19.774606,849751.545339,1057.021416,803.911380,10626.856445,1202.152523,295.294741,7.645967,12.086689,12.184577,11.988800,16.439768,0.999628,2780825.929235,1060.349076,440.899220,1060.849076,3655.600780,8.299612,-19.835414,1693805.276208,1400.295186,1209.605870,20001.392578,2396.244287,294.095930,7.864192,12.185643,12.215562,12.155724,35.884545,0.999754,10645155.521690
4,cpt1m010-fa16-20190401-0082-e91.fits,4.000000,0.000000,58575.320532,2458575.320532,NaN,NaN,NaN,NaN,NaN,1.084733,7.304283,15.000000,27.000000,41.000000,0.038504,0.304753,0.306796,0.154012,0.082147,0.242989,0.247796,0.282531,0.106992,0.103045,0.226666,0.000086,0.000219,0.000220,0.000164,0.000119,0.000217,0.000194,0.000240,0.000135,0.000132,0.000207,447.278473,1388.861003,1394.056097,940.986393,691.571580,1121.959211,1275.022884,1176.388987,793.547633,778.969130,1094.378218,9266796.529860,3333.872309,2051.885907,2026.770811,2052.385907,2069.729189,8.307105,-19.662676,356810.214783,706.858347,787.340246,453.184270,6185.628418,504.783195,285.769566,2409.000000,6.466220,11.175595,11.223317,11.127873,10.782704,0.999916,690990.304850,998.909175,2245.525611,999.409175,1850.974389,8.299013,-19.640085,2824087.464052,1761.356227,1603.359627,44569.511719,3995.266486,308.532760,6.546991,11.167596,11.187391,11.147802,320.762571,0.999685,41696234.594566,1728.780899,1445.140930,1729.280899,2651.359070,8.304671,-19.726038,2843013.638993,1764.348270,1611.367601,46754.921875,4022.041546,298.989640,6.458772,11.186661,11.261049,11.112272,348.886608,0.999794,43572571.046371,2423.731066,935.305498,2424.231066,3161.194502,8.310043,-19.780513,1236725.766655,1224.448704,1010.026605,20817.742188,1749.609058,291.927866,6.423183,11.235782,11.308543,11.163021,355.918556,0.999829,8135533.815784,3006.361697,1000.444828,3006.861697,3096.055172,8.314510,-19.772791,703453.823512,982.941732,715.661774,12203.118164,995.183584,289.511954,6.393612,11.234182,11.339761,11.128603,356.242022,0.999641,2641743.174146,3176.064810,1425.718517,3176.564810,2670.781483,8.315777,-19.726520,1811544.083132,1439.850979,1258.146926,30222.773438,2562.810626,291.188522,6.420031,11.216025,11.311177,11.120874,12.671012,0.999648,17562580.624558,2795.343234,2658.033915,2795.843234,1438.466085,8.312756,-19.593455,2296272.230799,1600.313668,1434.888845,37076.121094,3248.560677,295.899719,6.511885,11.263422,11.251911,11.274932,50.993669,0.999903,27348154.863094,3243.626528,2611.099920,3244.126528,1485.400080,8.316197,-19.598019,2041400.861892,1519.324228,1343.624240,32276.492188,2887.991449,295.121748,6.587906,11.290051,11.298682,11.281420,43.261725,0.999364,21288870.199175,740.677589,2165.416629,741.177589,1931.083371,8.297038,-19.649024,895644.183285,1076.993469,831.615241,14323.585938,1267.077325,294.084065,6.709813,11.137606,11.149964,11.125249,322.181411,0.999920,4180902.418200,1202.649220,1001.243126,1203.149220,3095.256874,8.300666,-19.774682,865688.641066,1062.551439,814.726336,13736.073242,1224.698901,292.600009,6.634681,11.227163,11.249857,11.204468,27.373277,0.999951,3892417.747374,1060.270856,440.964981,1060.770856,3655.535019,8.299614,-19.835527,1712339.170318,1406.701123,1217.272911,25496.294922,2422.464384,291.372612,6.890599,11.390681,11.364746,11.416616,54.820925,0.999816,14374789.388354
5,cpt1m010-fa16-20190401-0083-e91.fits,5.000000,0.000000,58575.322567,2458575.322567,NaN,NaN,NaN,NaN,NaN,1.089156,7.805853,15.000000,27.000000,41.000000,0.038209,0.304262,0.306428,0.154438,0.082300,0.243244,0.247327,0.281958,0.107026,0.102855,0.226456,0.000086,0.000220,0.000221,0.000165,0.000119,0.000218,0.000195,0.000241,0.000135,0.000133,0.000208,443.964974,1382.751523,1388.308241,938.253412,690.298716,1118.226766,1268.216162,1171.524679,790.646860,775.693620,1090.521925,9185696.792803,3316.372397,2051.788349,2026.825985,2052.288349,2069.674015,8.307113,-19.662764,350979.528661,706.858347,780.335181,449.780476,5157.545410,496.534461,280.615252,2527.000000,7.049444,11.656662,11.670215,11.643109,324.671504,0.999951,557096.655495,998.825932,2245.524904,999.325932,1850.975096,8.299027,-19.640062,2794854.033063,1751.338290,1595.839050,37634.914062,3953.909641,303.007462,7.217911,11.726682,11.720793,11.732571,313.388372,0.999681,33662017.826255,1728.660418,1445.114975,1729.160418,2651.385025,8.304675,-19.726065,2814758.602472,1754.401631,1604.398077,39207.296875,3982.068846,293.940826,7.007905,11.708393,11.784571,11.632215,352.541434,0.999819,35321679.497481,2423.578569,935.261801,2424.078569,3161.238199,8.310041,-19.780600,1228841.244584,1220.051140,1007.204702,17618.857422,1738.454741,286.792935,6.976839,11.690409,11.783951,11.596867,7.203601,0.999727,6742165.715272,3006.214888,1000.382904,3006.714888,3096.117096,8.314506,-19.772954,698495.440648,977.685586,714.437699,10118.032227,988.168908,284.191682,7.027840,11.737474,11.879324,11.595624,6.259867,0.999387,2166342.903373,3175.917482,1425.680121,3176.417482,2670.819879,8.315776,-19.726723,1797207.585192,1433.125415,1254.047669,24825.773438,2542.528631,285.168573,7.037389,11.748832,11.890444,11.607221,13.760061,0.999261,14208232.579724,2795.234820,2658.141940,2795.734820,1438.358060,8.312767,-19.593659,2271869.072551,1592.577336,1426.536107,30372.992188,3214.037271,291.374226,7.171290,11.830073,11.824731,11.835416,46.553277,0.999722,21908176.917455,3243.488809,2611.189037,3243.988809,1485.310963,8.316205,-19.598277,2020332.811321,1510.291761,1337.710277,27528.218750,2858.186254,290.311819,7.092310,11.833456,11.831695,11.835217,45.309427,0.999241,17161509.140842,740.580684,2165.451892,741.080684,1931.048108,8.297053,-19.648961,888064.427920,1071.813213,828.562680,12349.339844,1256.354164,288.730836,7.372732,11.710712,11.682047,11.739376,307.190730,0.999669,3403926.666428,1202.542069,1001.284068,1203.042069,3095.215932,8.300669,-19.774614,856683.864293,1056.013929,811.242958,12028.487305,1211.959748,287.143101,7.215195,11.696664,11.710630,11.682699,33.187450,0.999964,3204797.769718,1060.200292,440.962646,1060.700292,3655.537354,8.299612,-19.835418,1696071.418845,1398.267980,1212.980232,22442.708984,2399.450224,286.327003,7.391239,11.781123,11.800495,11.761751,36.544747,0.999872,12240463.474744
6,cpt1m010-fa16-20190401-0084-e91.fits,6.000000,0.000000,58575.324601,2458575.324601,NaN,NaN,NaN,NaN,NaN,1.093775,7.221662,15.000000,27.000000,41.000000,0.038184,0.304525,0.306231,0.154016,0.082182,0.243235,0.246933,0.282581,0.106991,0.102632,0.226842,0.000085,0.000219,0.000220,0.000163,0.000118,0.000216,0.000194,0.000240,0.000135,0.000132,0.000207,447.338392,1389.508312,1394.216187,942.383313,694.592560,1124.035363,1273.772265,1178.253747,795.018326,779.154135,1097.030190,9244931.225887,3319.622148,2051.857792,2026.814104,2052.357792,2069.685896,8.307105,-19.662663,353008.111031,706.858347,778.883091,453.223488,6366.701172,499.404318,276.186483,2576.000000,6.280379,11.091483,11.137431,11.045536,12.746596,0.999916,691328.619717,998.925397,2245.550693,999.425397,1850.949307,8.299014,-19.640074,2815313.557214,1755.914419,1603.331875,44721.769531,3982.853947,296.961421,6.554662,11.160662,11.179763,11.141561,319.501140,0.999521,41526552.706126,1728.767014,1445.165976,1729.267014,2651.334024,8.304671,-19.726025,2831084.238806,1757.807461,1610.576984,47963.566406,4005.164897,287.714077,6.401527,11.130253,11.229217,11.031290,348.524903,0.999627,44227601.129929,2423.689508,935.243534,2424.189508,3161.256466,8.310043,-19.780508,1233837.987577,1219.874940,1011.446294,20991.775391,1745.523686,280.968683,6.417153,11.161556,11.254872,11.068241,359.149120,0.999720,8271371.246364,3006.325242,1000.365794,3006.825242,3096.134206,8.314510,-19.772788,702068.097147,976.552564,718.925046,12149.083984,993.223183,278.590699,6.356306,11.203667,11.356415,11.050918,353.658921,0.999219,2654112.405805,3176.013784,1425.675258,3176.513784,2670.824742,8.315777,-19.726514,1808742.089598,1434.999171,1260.448178,30523.830078,2558.846616,279.028767,6.379244,11.181420,11.309694,11.053145,6.379199,0.999447,17749235.257795,2795.267369,2658.050703,2795.767369,1438.449297,8.312755,-19.593446,2282880.002486,1593.770213,1432.377129,36372.507812,3229.614550,284.444338,6.588893,11.298617,11.266412,11.330822,58.339218,0.999839,26581284.304622,3243.576858,2611.077960,3244.076858,1485.422040,8.316196,-19.598015,2036865.257229,1513.761135,1345.565830,31747.828125,2881.574881,283.165192,6.594405,11.309200,11.268071,11.350329,53.048151,0.999312,20945775.420651,740.709058,2165.473301,741.209058,1931.026699,8.297039,-19.649009,893525.017926,1072.465892,833.150056,14421.287109,1264.079319,283.745524,6.724373,11.112620,11.142858,11.082381,321.526142,0.999419,4193401.732657,1202.657731,1001.251602,1203.157731,3095.248398,8.300667,-19.774669,860511.975055,1056.130578,814.778014,14283.807617,1217.375417,282.356413,6.566193,11.158368,11.215167,11.101568,3.564147,0.999895,3936616.099740,1060.282898,440.980856,1060.782898,3655.519144,8.299614,-19.835512,1709380.801356,1400.660969,1220.410106,26465.802734,2418.279148,280.183310,6.769298,11.263509,11.263546,11.263472,44.903797,0.999996,14944858.303051
7,cpt1m010-fa16-20190401-0085-e91.fits,7.000000,0.000000,58575.326650,2458575.326650,NaN,NaN,NaN,NaN,NaN,1.098578,7.126465,15.000000,27.000000,41.000000,0.038142,0.304951,0.306585,0.154053,0.082305,0.243408,0.247500,0.282789,0.107188,0.102556,0.226136,0.000086,0.000220,0.000220,0.000164,0.000119,0.000217,0.000194,0.000240,0.000135,0.000132,0.000207,445.678359,1388.189329,1392.851319,941.467053,694.368426,1122.680579,1273.492018,1176.823402,794.691748,777.701510,1093.689949,9222018.607118,3316.233658,2051.618233,2026.598693,2052.118233,2069.901307,8.307113,-19.662770,351748.135767,706.858347,779.040308,451.514681,6584.637207,497.621818,274.478184,2472.000000,6.233168,10.909077,10.881327,10.936827,300.460398,0.999890,718487.650304,998.722086,2245.349388,999.222086,1851.150612,8.299026,-19.640059,2812260.518405,1755.379548,1602.081169,46496.105469,3978.534780,294.879831,6.623118,10.970411,10.898304,11.042519,300.464611,0.999268,43402383.274035,1728.502730,1444.961689,1729.002730,2651.538311,8.304675,-19.726077,2827334.635658,1756.916850,1609.259218,48202.445312,3999.860294,287.220728,6.286667,10.933098,10.920784,10.945411,308.230982,0.999907,45507155.203615,2423.410459,935.052756,2423.910459,3161.447244,8.310041,-19.780628,1231036.929176,1218.183264,1010.551504,21386.843750,1741.560999,280.320144,6.244198,10.941416,10.997929,10.884903,354.694845,0.999890,8674671.415215,3006.061819,1000.158291,3006.561819,3096.341709,8.314507,-19.772981,701300.238828,975.713265,718.756487,12072.245117,992.136885,277.649909,6.348830,11.062202,11.177731,10.946672,355.826754,0.999554,2770120.695953,3175.756190,1425.436758,3176.256190,2671.063242,8.315778,-19.726742,1805292.013747,1433.864611,1259.039382,31782.476562,2553.965757,278.745271,6.342848,10.970008,11.026026,10.913990,17.436194,0.999845,18481278.306830,2795.037708,2657.935237,2795.537708,1438.564763,8.312768,-19.593648,2282451.330666,1593.297983,1432.532618,36684.511719,3229.008103,283.156053,6.542438,11.087694,11.031170,11.144217,63.868801,0.999723,28196943.184212,3243.331845,2610.966147,3243.831845,1485.533853,8.316207,-19.598268,2032982.951975,1512.551394,1344.075289,32773.343750,2876.082542,281.989034,6.600157,11.098668,11.064388,11.132948,51.340120,0.999208,22071664.513592,740.485055,2165.289513,740.985055,1931.210487,8.297051,-19.648959,892792.440607,1071.903692,832.903597,14634.805664,1263.042934,282.532275,6.641245,10.957195,10.871822,11.042568,299.296642,0.999106,4344317.705428,1202.400611,1001.099506,1202.900611,3095.400494,8.300668,-19.774640,857801.545591,1054.814799,813.224792,14409.625977,1213.540944,282.734766,6.579004,10.986901,10.974416,10.999386,275.392174,0.999995,4070423.078138,1060.029857,440.761425,1060.529857,3655.738575,8.299611,-19.835459,1700812.487194,1398.580569,1216.099040,26584.130859,2406.157463,280.686865,6.727776,11.064018,11.044884,11.083151,54.853170,0.999895,15499626.558407
8,cpt1m010-fa16-20190401-0086-e91.fits,8.000000,0.000000,58575.328684,2458575.328684,NaN,NaN,NaN,NaN,NaN,1.103561,7.690131,15.000000,27.000000,41.000000,0.038187,0.304597,0.306335,0.154107,0.082139,0.242817,0.247633,0.282599,0.107357,0.102843,0.226476,0.000087,0.000222,0.000223,0.000166,0.000120,0.000219,0.000197,0.000243,0.000137,0.000134,0.000210,438.820089,1369.893243,1374.482521,928.336271,683.281098,1106.737804,1257.308255,1160.859470,784.303422,767.985272,1079.901106,9017373.417242,3287.432442,2051.792901,2026.729045,2052.292901,2069.770955,8.307113,-19.662761,344350.480326,706.858347,774.612176,444.545659,5187.082520,487.156276,276.306695,2478.000000,6.936671,11.714842,11.626882,11.802802,62.189643,0.999293,538906.940852,998.902745,2245.459728,999.402745,1851.040272,8.299027,-19.640057,2746664.456431,1737.073066,1581.202604,37448.531250,3885.735336,299.183309,7.162584,11.722697,11.658839,11.786556,78.020519,0.999858,32919937.601468,1728.666381,1445.057232,1729.166381,2651.442768,8.304674,-19.726059,2762332.938018,1739.206625,1588.271858,39731.675781,3907.901703,290.711082,6.881757,11.697119,11.691381,11.702858,46.624425,0.999700,34712918.062536,2423.551325,935.201611,2424.051325,3161.298389,8.310040,-19.780594,1204081.331880,1208.433677,996.398358,17384.941406,1703.426630,282.383059,6.956617,11.701199,11.736752,11.665647,33.625292,0.999753,6546000.892053,3006.199403,1000.328364,3006.699403,3096.171636,8.314505,-19.772946,684459.945666,967.915049,707.148779,9961.125977,968.312744,279.869856,6.863777,11.793295,11.884118,11.702471,28.866676,0.999168,2093444.548508,3175.894572,1425.560862,3176.394572,2670.939138,8.315775,-19.726721,1761782.718220,1419.753720,1240.907274,25186.824219,2492.412696,281.458980,6.883324,11.754920,11.832616,11.677224,30.247104,0.999280,13758821.715267,2795.222160,2658.020371,2795.722160,1438.479629,8.312766,-19.593658,2232995.554111,1578.449454,1414.676630,29949.384766,3159.042492,286.474830,7.100221,11.853923,11.781952,11.925894,55.423915,0.998836,21378065.183898,3243.492767,2611.055395,3243.992767,1485.444605,8.316205,-19.598276,1986823.142722,1498.504066,1325.871039,26727.314453,2810.779771,285.820890,7.078990,11.856302,11.749765,11.962839,55.611723,0.997536,16744649.309431,740.669231,2165.396387,741.169231,1931.103613,8.297053,-19.648956,874223.060489,1063.446480,822.065875,11950.292969,1236.772635,284.730309,7.350787,11.731370,11.652036,11.810703,82.351862,0.999803,3305632.684130,1202.565900,1001.150318,1203.065900,3095.349682,8.300668,-19.774618,840890.009416,1046.977413,803.159647,11912.343750,1189.616014,283.740530,7.063829,11.700336,11.629294,11.771378,57.454787,0.999169,3148368.875028,1060.208704,440.949476,1060.708704,3655.550524,8.299612,-19.835410,1665113.208848,1386.270315,1201.146119,22723.046875,2355.653316,282.397908,7.186423,11.779100,11.718137,11.840064,54.161680,0.998916,12064438.699913
